baseline_path,file_type,first_commit,latest_meaningful_commit,research_era,scientific_question,evidence_level,manuscript_claim,reproduction_role,dependencies,supersession_status,classification,destination,rationale
.planning/codebase/TESTING.md,md,e4b41a8d62405b3e9badc91036d780b2231aff0b,ee0039d09a814282c68a4325a1f9dbbc507e6a32,SPADE_MANUFACTURING_RECOVERY,Historical or non-paper work,HISTORICAL,NONE,historical record,NONE — no active claim consumer; preserved at archive/superseded-spade/.planning/codebase/TESTING.md,SUPERSEDED BY PAPER AUDIT,ARCHIVE-SUPERSEDED,archive/superseded-spade/.planning/codebase/TESTING.md,Project-management history is useful provenance but not paper evidence.
START-HERE-PERSON-A.md,md,89e4babce0bb1cbce717d49eaaf733459162a861,89e4babce0bb1cbce717d49eaaf733459162a861,E1-E4_FOUNDATION,Historical or non-paper work,HISTORICAL,NONE,historical record,NONE — no active claim consumer; preserved at archive/exploratory/START-HERE-PERSON-A.md,NO ACTIVE CONSUMER; PRESERVED FOR PROVENANCE,ARCHIVE-VALID,archive/exploratory/START-HERE-PERSON-A.md,No active claim dependency identified in the seed pass; preserve pending manual review.
configs/experiment/e2.yaml,yaml,678972c3faa753efbb59937a154b2b9a9408f392,fe477e76286c7a18b17b06a39a42867ffc4a4f1a,BO_VS_DOE_TERMINAL_RULE,Historical experiment,HISTORICAL,NONE,frozen configuration,NONE — no active claim consumer; preserved at archive/exploratory/configs/experiment/e2.yaml,NONE IDENTIFIED,ARCHIVE-VALID,archive/exploratory/configs/experiment/e2.yaml,Configuration for an off-paper experiment.
configs/experiment/e4.yaml,yaml,89e4babce0bb1cbce717d49eaaf733459162a861,27daa2da54378fdbbb214ae9fe771deb3d1c2454,BO_VS_DOE_TERMINAL_RULE,Historical experiment,HISTORICAL,NONE,frozen configuration,NONE — no active claim consumer; preserved at archive/exploratory/configs/experiment/e4.yaml,NONE IDENTIFIED,ARCHIVE-VALID,archive/exploratory/configs/experiment/e4.yaml,Configuration for an off-paper experiment.
configs/experiment/spade-joint.yaml,yaml,6f3d42f6c658eac699c9b89d6c26509b3f548dbf,7cd3bcf35e39c7e145a8248e506cad77b2327f2c,SPADE_MANUFACTURING_RECOVERY,Reproduce active SPADE evidence,CORE,NONE,frozen configuration,Claims NONE; frozen parameters for an active reproduction command,NONE IDENTIFIED,INFRASTRUCTURE,software/configs/experiment/spade-joint.yaml,Frozen active SPADE configuration.
configs/experiment/spade-multi-cqa-benchmark.yaml,yaml,11b405f09a6ebb7eceade4cccb7efad536c18142,57e0749fe134a7d3b99075efdd251e476edff34d,SPADE_MANUFACTURING_RECOVERY,Reproduce active SPADE evidence,CORE,NONE,frozen configuration,Claims NONE; frozen parameters for an active reproduction command,NONE IDENTIFIED,INFRASTRUCTURE,software/configs/experiment/spade-multi-cqa-benchmark.yaml,Frozen active SPADE configuration.
configs/experiment/spade-multi-cqa-qualification.yaml,yaml,40ce691ea67b58ea759065ed47dd2372b2efd86d,57e0749fe134a7d3b99075efdd251e476edff34d,SPADE_MANUFACTURING_RECOVERY,Reproduce active SPADE evidence,CORE,NONE,frozen configuration,Claims NONE; frozen parameters for an active reproduction command,NONE IDENTIFIED,INFRASTRUCTURE,software/configs/experiment/spade-multi-cqa-qualification.yaml,Frozen active SPADE configuration.
configs/lab/coating_2026-08-06.yaml,yaml,9bcef5768e67f1400fe8b183467e81554f00f271,d110da826529081b1533782840d35eed7248e825,LAB_AND_PUBLISHED_DATA,Reproduce active SPADE evidence,CORE,NONE,frozen configuration,Claims NONE; frozen parameters for an active reproduction command,NONE IDENTIFIED,INFRASTRUCTURE,software/configs/lab/coating_2026-08-06.yaml,Frozen active SPADE configuration.
data/external/extraction_a/EXTRACTION_NOTES.md,md,4ad56986d34996a69d596767920ef41ff4342300,4ad56986d34996a69d596767920ef41ff4342300,LAB_AND_PUBLISHED_DATA,Published assay provenance,SUPPORT,NONE,published-data provenance input,"Publication build, environment, or repository-level validation dependency",CANONICALIZED IN data/published/ BUT REQUIRED FOR VALIDATION,SUPPORT,research/data/external/extraction_a/EXTRACTION_NOTES.md,Primary digitization and independent transcription used to validate data/published/.
data/external/extraction_a/stage1_fig1a_table1_extracted.csv,csv,4ad56986d34996a69d596767920ef41ff4342300,4ad56986d34996a69d596767920ef41ff4342300,LAB_AND_PUBLISHED_DATA,Published assay provenance,SUPPORT,NONE,published-data provenance input,"Publication build, environment, or repository-level validation dependency",CANONICALIZED IN data/published/ BUT REQUIRED FOR VALIDATION,SUPPORT,research/data/external/extraction_a/stage1_fig1a_table1_extracted.csv,Primary digitization and independent transcription used to validate data/published/.
data/external/extraction_a/stage2_fig2a_table2_extracted.csv,csv,4ad56986d34996a69d596767920ef41ff4342300,4ad56986d34996a69d596767920ef41ff4342300,LAB_AND_PUBLISHED_DATA,Published assay provenance,SUPPORT,NONE,published-data provenance input,"Publication build, environment, or repository-level validation dependency",CANONICALIZED IN data/published/ BUT REQUIRED FOR VALIDATION,SUPPORT,research/data/external/extraction_a/stage2_fig2a_table2_extracted.csv,Primary digitization and independent transcription used to validate data/published/.
data/external/hall_ogle_2025/fig1_raw.png,png,e28c84c95de028595772236b3d94b2d9f19389bb,e28c84c95de028595772236b3d94b2d9f19389bb,LAB_AND_PUBLISHED_DATA,Published assay provenance,SUPPORT,NONE,published-data provenance input,"Publication build, environment, or repository-level validation dependency",CANONICALIZED IN data/published/ BUT REQUIRED FOR VALIDATION,SUPPORT,research/data/external/hall_ogle_2025/fig1_raw.png,Primary digitization and independent transcription used to validate data/published/.
data/external/hall_ogle_2025/fig2_raw.png,png,e28c84c95de028595772236b3d94b2d9f19389bb,e28c84c95de028595772236b3d94b2d9f19389bb,LAB_AND_PUBLISHED_DATA,Published assay provenance,SUPPORT,NONE,published-data provenance input,"Publication build, environment, or repository-level validation dependency",CANONICALIZED IN data/published/ BUT REQUIRED FOR VALIDATION,SUPPORT,research/data/external/hall_ogle_2025/fig2_raw.png,Primary digitization and independent transcription used to validate data/published/.
data/external/hall_ogle_2025/stage1.json,json,e28c84c95de028595772236b3d94b2d9f19389bb,e28c84c95de028595772236b3d94b2d9f19389bb,LAB_AND_PUBLISHED_DATA,Published assay provenance,SUPPORT,NONE,published-data provenance input,"Publication build, environment, or repository-level validation dependency",CANONICALIZED IN data/published/ BUT REQUIRED FOR VALIDATION,SUPPORT,research/data/external/hall_ogle_2025/stage1.json,Primary digitization and independent transcription used to validate data/published/.
data/external/hall_ogle_2025/stage2.json,json,e28c84c95de028595772236b3d94b2d9f19389bb,4ad56986d34996a69d596767920ef41ff4342300,LAB_AND_PUBLISHED_DATA,Published assay provenance,SUPPORT,NONE,published-data provenance input,"Publication build, environment, or repository-level validation dependency",CANONICALIZED IN data/published/ BUT REQUIRED FOR VALIDATION,SUPPORT,research/data/external/hall_ogle_2025/stage2.json,Primary digitization and independent transcription used to validate data/published/.
data/lab/README.md,md,f740258f18f3ae6ecc9a42a2938077568ef065a7,9a2161ba162ccdc947eb7a96f58fb0405e2cacd6,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell processed input,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/README.md,Canonical lab manifest or derived input supporting real-cell analysis.
data/lab/derived/RUN.json,json,f28ba66fd7f678c3e02d71912ee588de7c7bc9e1,184c5abf5e532b1c52a411793ff6f1a911330ff8,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell processed input,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/derived/RUN.json,Canonical lab manifest or derived input supporting real-cell analysis.
data/lab/derived/candidate_campaign_coating_flow.csv,csv,f28ba66fd7f678c3e02d71912ee588de7c7bc9e1,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell processed input,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/derived/candidate_campaign_coating_flow.csv,Canonical lab manifest or derived input supporting real-cell analysis.
data/lab/derived/candidate_campaign_coating_morphology.csv,csv,f28ba66fd7f678c3e02d71912ee588de7c7bc9e1,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell processed input,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/derived/candidate_campaign_coating_morphology.csv,Canonical lab manifest or derived input supporting real-cell analysis.
data/lab/derived/channel_identity.json,json,f28ba66fd7f678c3e02d71912ee588de7c7bc9e1,f28ba66fd7f678c3e02d71912ee588de7c7bc9e1,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell processed input,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/derived/channel_identity.json,Canonical lab manifest or derived input supporting real-cell analysis.
data/lab/derived/file_index.csv,csv,f28ba66fd7f678c3e02d71912ee588de7c7bc9e1,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell processed input,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/derived/file_index.csv,Canonical lab manifest or derived input supporting real-cell analysis.
data/lab/derived/flow_acquisitions.csv,csv,f28ba66fd7f678c3e02d71912ee588de7c7bc9e1,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell processed input,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/derived/flow_acquisitions.csv,Canonical lab manifest or derived input supporting real-cell analysis.
data/lab/derived/flow_positivity_candidate.csv,csv,f28ba66fd7f678c3e02d71912ee588de7c7bc9e1,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell processed input,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/derived/flow_positivity_candidate.csv,Canonical lab manifest or derived input supporting real-cell analysis.
data/lab/derived/image_features.csv,csv,f28ba66fd7f678c3e02d71912ee588de7c7bc9e1,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell processed input,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/derived/image_features.csv,Canonical lab manifest or derived input supporting real-cell analysis.
data/lab/derived/plate_reader.json,json,f28ba66fd7f678c3e02d71912ee588de7c7bc9e1,f28ba66fd7f678c3e02d71912ee588de7c7bc9e1,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell processed input,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/derived/plate_reader.json,Canonical lab manifest or derived input supporting real-cell analysis.
data/lab/derived/protocol_wellmap.csv,csv,f28ba66fd7f678c3e02d71912ee588de7c7bc9e1,f28ba66fd7f678c3e02d71912ee588de7c7bc9e1,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell processed input,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/derived/protocol_wellmap.csv,Canonical lab manifest or derived input supporting real-cell analysis.
data/lab/overlay/BO-PURPOSE.md,md,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell provenance overlay,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/overlay/BO-PURPOSE.md,"Human-reviewed lab role, checksum, or gating overlay."
data/lab/overlay/GATE.md,md,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell provenance overlay,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/overlay/GATE.md,"Human-reviewed lab role, checksum, or gating overlay."
data/lab/overlay/MANIFEST.sha256,sha256,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell provenance overlay,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/overlay/MANIFEST.sha256,"Human-reviewed lab role, checksum, or gating overlay."
data/lab/overlay/bo_file_roles.csv,csv,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell provenance overlay,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/overlay/bo_file_roles.csv,"Human-reviewed lab role, checksum, or gating overlay."
data/lab/overlay/bo_primary_conditions.csv,csv,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell provenance overlay,Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/overlay/bo_primary_conditions.csv,"Human-reviewed lab role, checksum, or gating overlay."
data/lab/raw/flow/2026-07-21/10%FBS-p1.fcs,fcs,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Historical wet-lab context,HISTORICAL,NONE,historical lab context (assay_dev),NONE — no active claim consumer; preserved at archive/exploratory/data/lab/raw/flow/2026-07-21/10%FBS-p1.fcs,EXCLUDED BY LAB ROLE MANIFEST,ARCHIVE-VALID,archive/exploratory/data/lab/raw/flow/2026-07-21/10%FBS-p1.fcs,Lab role `assay_dev` is outside the paper's in-house evidence path: Media/passage/3D-vs-2D screen. Different search space from Hall/Ogle ECM BO.
data/lab/raw/flow/2026-07-21/10fbs-p2.fcs,fcs,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Historical wet-lab context,HISTORICAL,NONE,historical lab context (assay_dev),NONE — no active claim consumer; preserved at archive/exploratory/data/lab/raw/flow/2026-07-21/10fbs-p2.fcs,EXCLUDED BY LAB ROLE MANIFEST,ARCHIVE-VALID,archive/exploratory/data/lab/raw/flow/2026-07-21/10fbs-p2.fcs,Lab role `assay_dev` is outside the paper's in-house evidence path: Media/passage/3D-vs-2D screen. Different search space from Hall/Ogle ECM BO.
data/lab/raw/flow/2026-07-21/20260721.xit,xit,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Historical wet-lab context,HISTORICAL,NONE,historical lab context (instrument_sidecar),NONE — no active claim consumer; preserved at archive/exploratory/data/lab/raw/flow/2026-07-21/20260721.xit,EXCLUDED BY LAB ROLE MANIFEST,ARCHIVE-VALID,archive/exploratory/data/lab/raw/flow/2026-07-21/20260721.xit,Lab role `instrument_sidecar` is outside the paper's in-house evidence path: CytExpert experiment file for 2026-07-21.
data/lab/raw/flow/2026-07-21/EGM-3D-p0.fcs,fcs,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Historical wet-lab context,HISTORICAL,NONE,historical lab context (assay_dev),NONE — no active claim consumer; preserved at archive/exploratory/data/lab/raw/flow/2026-07-21/EGM-3D-p0.fcs,EXCLUDED BY LAB ROLE MANIFEST,ARCHIVE-VALID,archive/exploratory/data/lab/raw/flow/2026-07-21/EGM-3D-p0.fcs,Lab role `assay_dev` is outside the paper's in-house evidence path: Media/passage/3D-vs-2D screen. Different search space from Hall/Ogle ECM BO.
data/lab/raw/flow/2026-07-21/ExpSummaryForAPI.xml,xml,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Historical wet-lab context,HISTORICAL,NONE,historical lab context (instrument_sidecar),NONE — no active claim consumer; preserved at archive/exploratory/data/lab/raw/flow/2026-07-21/ExpSummaryForAPI.xml,EXCLUDED BY LAB ROLE MANIFEST,ARCHIVE-VALID,archive/exploratory/data/lab/raw/flow/2026-07-21/ExpSummaryForAPI.xml,Lab role `instrument_sidecar` is outside the paper's in-house evidence path: CytExpert experiment file for 2026-07-21.
data/lab/raw/flow/2026-07-21/N2-3D-P0.fcs,fcs,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Historical wet-lab context,HISTORICAL,NONE,historical lab context (assay_dev),NONE — no active claim consumer; preserved at archive/exploratory/data/lab/raw/flow/2026-07-21/N2-3D-P0.fcs,EXCLUDED BY LAB ROLE MANIFEST,ARCHIVE-VALID,archive/exploratory/data/lab/raw/flow/2026-07-21/N2-3D-P0.fcs,Lab role `assay_dev` is outside the paper's in-house evidence path: Media/passage/3D-vs-2D screen. Different search space from Hall/Ogle ECM BO.
data/lab/raw/flow/2026-07-21/T75-p1.fcs,fcs,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Historical wet-lab context,HISTORICAL,NONE,historical lab context (assay_dev),NONE — no active claim consumer; preserved at archive/exploratory/data/lab/raw/flow/2026-07-21/T75-p1.fcs,EXCLUDED BY LAB ROLE MANIFEST,ARCHIVE-VALID,archive/exploratory/data/lab/raw/flow/2026-07-21/T75-p1.fcs,Lab role `assay_dev` is outside the paper's in-house evidence path: Media/passage/3D-vs-2D screen. Different search space from Hall/Ogle ECM BO.
data/lab/raw/flow/2026-07-21/US.fcs,fcs,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Can SPADE make defensible claims on real iPSC-EC data?,SUPPORT,S2;S3,real-cell input (bo_gating),Claims S2/S3; source or provenance for candidate_campaign_coating_flow.csv,NONE IDENTIFIED,SUPPORT,research/data/lab/raw/flow/2026-07-21/US.fcs,Lab role `bo_gating` supports the in-house iPSC-EC evidence: Unstained control for the 2026-07-21 media/passage screen.
data/lab/raw/flow/2026-07-21/ec indu-p1.fcs,fcs,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Historical wet-lab context,HISTORICAL,NONE,historical lab context (assay_dev),NONE — no active claim consumer; preserved at archive/exploratory/data/lab/raw/flow/2026-07-21/ec indu-p1.fcs,EXCLUDED BY LAB ROLE MANIFEST,ARCHIVE-VALID,archive/exploratory/data/lab/raw/flow/2026-07-21/ec indu-p1.fcs,Lab role `assay_dev` is outside the paper's in-house evidence path: Media/passage/3D-vs-2D screen. Different search space from Hall/Ogle ECM BO.
data/lab/raw/flow/2026-07-21/ec indu-p2.fcs,fcs,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Historical wet-lab context,HISTORICAL,NONE,historical lab context (assay_dev),NONE — no active claim consumer; preserved at archive/exploratory/data/lab/raw/flow/2026-07-21/ec indu-p2.fcs,EXCLUDED BY LAB ROLE MANIFEST,ARCHIVE-VALID,archive/exploratory/data/lab/raw/flow/2026-07-21/ec indu-p2.fcs,Lab role `assay_dev` is outside the paper's in-house evidence path: Media/passage/3D-vs-2D screen. Different search space from Hall/Ogle ECM BO.
data/lab/raw/flow/2026-07-21/egm-3d-p1.fcs,fcs,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Historical wet-lab context,HISTORICAL,NONE,historical lab context (assay_dev),NONE — no active claim consumer; preserved at archive/exploratory/data/lab/raw/flow/2026-07-21/egm-3d-p1.fcs,EXCLUDED BY LAB ROLE MANIFEST,ARCHIVE-VALID,archive/exploratory/data/lab/raw/flow/2026-07-21/egm-3d-p1.fcs,Lab role `assay_dev` is outside the paper's in-house evidence path: Media/passage/3D-vs-2D screen. Different search space from Hall/Ogle ECM BO.
data/lab/raw/flow/2026-07-21/n2-3d-p1.fcs,fcs,547b64115d88be576cae076a24feeda960d677f0,547b64115d88be576cae076a24feeda960d677f0,LAB_AND_PUBLISHED_DATA,Historical wet-lab context,HISTORICAL,NONE,historical lab context (assay_dev),NONE — no active claim consumer; preserved at archive/exploratory/data/lab/raw/flow/2026-07-21/n2-3d-p1.fcs,EXCLUDED BY LAB ROLE MANIFEST,ARCHIVE-VALID,archive/exploratory/data/lab/raw/flow/2026-07-21/n2-3d-p1.fcs,Lab role `assay_dev` is outside the paper's in-house evidence path: Media/passage/3D-vs-2D screen. Different search space from Hall/Ogle ECM BO.
