spade-final-2026-08-23 · C4 · hartmann6 d=8 sigma=0.25 · tier=primary
11 arms x 100 campaigns · draws=4096 (split 2048/2048) · grid=20000
regime by tau_frac: {0.1: 'ROBUSTNESS', 0.25: 'ROBUSTNESS'}
[  71/1100] spade_random_plate2  hartmann6    seed=6   rows=12 (4.4m, eta 63m)
[  72/1100] sobol                hartmann6    seed=6   rows=12 (4.4m, eta 63m)
[  73/1100] lhs                  hartmann6    seed=6   rows=12 (4.4m, eta 62m)
[  74/1100] random               hartmann6    seed=6   rows=12 (4.5m, eta 62m)
[  75/1100] qlognei              hartmann6    seed=6   rows=12 (4.7m, eta 64m)
[  76/1100] qlogei               hartmann6    seed=6   rows=12 (4.9m, eta 66m)
[  77/1100] doe                  hartmann6    seed=6   rows=12 (4.9m, eta 65m)
[  78/1100] spade_cf_m0          hartmann6    seed=7   rows=12 (5.0m, eta 65m)
[  79/1100] spade_cf_m4          hartmann6    seed=7   rows=12 (5.0m, eta 65m)
[  80/1100] spade_cf_m8          hartmann6    seed=7   rows=12 (5.0m, eta 64m)
[  81/1100] spade_plate1_only    hartmann6    seed=7   rows=12 (5.1m, eta 64m)
[  82/1100] spade_random_plate2  hartmann6    seed=7   rows=12 (5.1m, eta 64m)
[  83/1100] sobol                hartmann6    seed=7   rows=12 (5.2m, eta 63m)
[  84/1100] lhs                  hartmann6    seed=7   rows=12 (5.2m, eta 63m)
[  85/1100] random               hartmann6    seed=7   rows=12 (5.2m, eta 62m)
[  86/1100] qlognei              hartmann6    seed=7   rows=12 (5.4m, eta 64m)
[  87/1100] qlogei               hartmann6    seed=7   rows=12 (5.5m, eta 64m)
[  88/1100] doe                  hartmann6    seed=7   rows=12 (5.6m, eta 64m)
[  89/1100] spade_cf_m0          hartmann6    seed=8   rows=12 (5.6m, eta 64m)
[  90/1100] spade_cf_m4          hartmann6    seed=8   rows=12 (5.7m, eta 64m)
[  91/1100] spade_cf_m8          hartmann6    seed=8   rows=12 (5.7m, eta 63m)
[  92/1100] spade_plate1_only    hartmann6    seed=8   rows=12 (5.7m, eta 63m)
[  93/1100] spade_random_plate2  hartmann6    seed=8   rows=12 (5.8m, eta 62m)
[  94/1100] sobol                hartmann6    seed=8   rows=12 (5.8m, eta 62m)
[  95/1100] lhs                  hartmann6    seed=8   rows=12 (5.8m, eta 62m)
[  96/1100] random               hartmann6    seed=8   rows=12 (5.9m, eta 62m)
[  97/1100] qlognei              hartmann6    seed=8   rows=12 (6.1m, eta 63m)
[  98/1100] qlogei               hartmann6    seed=8   rows=12 (6.3m, eta 64m)
[  99/1100] doe                  hartmann6    seed=8   rows=12 (6.3m, eta 64m)
[ 100/1100] spade_cf_m0          hartmann6    seed=9   rows=12 (6.4m, eta 64m)
[ 101/1100] spade_cf_m4          hartmann6    seed=9   rows=12 (6.4m, eta 63m)/Users/jy/BO/nutrigene-ai-bo-ipsec/.venv/lib/python3.11/site-packages/botorch/optim/optimize.py:844: RuntimeWarning: Optimization failed in `gen_candidates_scipy` with the following warning(s):
[OptimizationWarning('Optimization failed within `scipy.optimize.minimize` with status 2 and message ABNORMAL: .')]
Trying again with a new set of initial conditions.
  return _optimize_acqf_batch(opt_inputs=opt_inputs)

[ 102/1100] spade_cf_m8          hartmann6    seed=9   rows=12 (6.4m, eta 63m)
[ 103/1100] spade_plate1_only    hartmann6    seed=9   rows=12 (6.5m, eta 63m)
[ 104/1100] spade_random_plate2  hartmann6    seed=9   rows=12 (6.5m, eta 62m)
[ 105/1100] sobol                hartmann6    seed=9   rows=12 (6.6m, eta 62m)
[ 106/1100] lhs                  hartmann6    seed=9   rows=12 (6.6m, eta 62m)
[ 107/1100] random               hartmann6    seed=9   rows=12 (6.6m, eta 62m)
[ 108/1100] qlognei              hartmann6    seed=9   rows=12 (6.9m, eta 63m)
[ 109/1100] qlogei               hartmann6    seed=9   rows=12 (7.0m, eta 64m)
[ 110/1100] doe                  hartmann6    seed=9   rows=12 (7.0m, eta 63m)
[ 111/1100] spade_cf_m0          hartmann6    seed=10  rows=12 (7.1m, eta 63m)
[ 112/1100] spade_cf_m4          hartmann6    seed=10  rows=12 (7.1m, eta 63m)
[ 113/1100] spade_cf_m8          hartmann6    seed=10  rows=12 (7.2m, eta 63m)
[ 114/1100] spade_plate1_only    hartmann6    seed=10  rows=12 (7.2m, eta 62m)
[ 115/1100] spade_random_plate2  hartmann6    seed=10  rows=12 (7.2m, eta 62m)
[ 116/1100] sobol                hartmann6    seed=10  rows=12 (7.3m, eta 62m)
[ 117/1100] lhs                  hartmann6    seed=10  rows=12 (7.3m, eta 61m)
[ 118/1100] random               hartmann6    seed=10  rows=12 (7.3m, eta 61m)
[ 119/1100] qlognei              hartmann6    seed=10  rows=12 (7.5m, eta 62m)
[ 120/1100] qlogei               hartmann6    seed=10  rows=12 (7.6m, eta 62m)
[ 121/1100] doe                  hartmann6    seed=10  rows=12 (7.7m, eta 62m)
[ 122/1100] spade_cf_m0          hartmann6    seed=11  rows=12 (7.7m, eta 62m)
[ 123/1100] spade_cf_m4          hartmann6    seed=11  rows=12 (7.7m, eta 61m)
[ 124/1100] spade_cf_m8          hartmann6    seed=11  rows=12 (7.8m, eta 61m)
[ 125/1100] spade_plate1_only    hartmann6    seed=11  rows=12 (7.8m, eta 61m)
[ 126/1100] spade_random_plate2  hartmann6    seed=11  rows=12 (7.8m, eta 61m)
[ 127/1100] sobol                hartmann6    seed=11  rows=12 (7.9m, eta 60m)
[ 128/1100] lhs                  hartmann6    seed=11  rows=12 (7.9m, eta 60m)
[ 129/1100] random               hartmann6    seed=11  rows=12 (7.9m, eta 60m)
[ 130/1100] qlognei              hartmann6    seed=11  rows=12 (8.1m, eta 61m)
[ 131/1100] qlogei               hartmann6    seed=11  rows=12 (8.3m, eta 61m)
[ 132/1100] doe                  hartmann6    seed=11  rows=12 (8.3m, eta 61m)
[ 133/1100] spade_cf_m0          hartmann6    seed=12  rows=12 (8.3m, eta 61m)
[ 134/1100] spade_cf_m4          hartmann6    seed=12  rows=12 (8.4m, eta 60m)
[ 135/1100] spade_cf_m8          hartmann6    seed=12  rows=12 (8.4m, eta 60m)
[ 136/1100] spade_plate1_only    hartmann6    seed=12  rows=12 (8.4m, eta 60m)
[ 137/1100] spade_random_plate2  hartmann6    seed=12  rows=12 (8.5m, eta 60m)
[ 138/1100] sobol                hartmann6    seed=12  rows=12 (8.5m, eta 59m)
[ 139/1100] lhs                  hartmann6    seed=12  rows=12 (8.5m, eta 59m)
[ 140/1100] random               hartmann6    seed=12  rows=12 (8.6m, eta 59m)
[ 141/1100] qlognei              hartmann6    seed=12  rows=12 (8.7m, eta 59m)
[ 142/1100] qlogei               hartmann6    seed=12  rows=12 (8.8m, eta 59m)
[ 143/1100] doe                  hartmann6    seed=12  rows=12 (8.9m, eta 59m)
[ 144/1100] spade_cf_m0          hartmann6    seed=13  rows=12 (8.9m, eta 59m)
[ 145/1100] spade_cf_m4          hartmann6    seed=13  rows=12 (8.9m, eta 59m)
[ 146/1100] spade_cf_m8          hartmann6    seed=13  rows=12 (9.0m, eta 59m)
[ 147/1100] spade_plate1_only    hartmann6    seed=13  rows=12 (9.0m, eta 58m)
[ 148/1100] spade_random_plate2  hartmann6    seed=13  rows=12 (9.0m, eta 58m)
[ 149/1100] sobol                hartmann6    seed=13  rows=12 (9.1m, eta 58m)
[ 150/1100] lhs                  hartmann6    seed=13  rows=12 (9.1m, eta 58m)
[ 151/1100] random               hartmann6    seed=13  rows=12 (9.1m, eta 57m)
[ 152/1100] qlognei              hartmann6    seed=13  rows=12 (9.3m, eta 58m)
[ 153/1100] qlogei               hartmann6    seed=13  rows=12 (9.5m, eta 59m)
[ 154/1100] doe                  hartmann6    seed=13  rows=12 (9.5m, eta 58m)
[ 155/1100] spade_cf_m0          hartmann6    seed=14  rows=12 (9.5m, eta 58m)
[ 156/1100] spade_cf_m4          hartmann6    seed=14  rows=12 (9.6m, eta 58m)
[ 157/1100] spade_cf_m8          hartmann6    seed=14  rows=12 (9.6m, eta 58m)
[ 158/1100] spade_plate1_only    hartmann6    seed=14  rows=12 (9.6m, eta 57m)
[ 159/1100] spade_random_plate2  hartmann6    seed=14  rows=12 (9.7m, eta 57m)
[ 160/1100] sobol                hartmann6    seed=14  rows=12 (9.7m, eta 57m)
[ 161/1100] lhs                  hartmann6    seed=14  rows=12 (9.7m, eta 57m)
[ 162/1100] random               hartmann6    seed=14  rows=12 (9.8m, eta 57m)
[ 163/1100] qlognei              hartmann6    seed=14  rows=12 (9.9m, eta 57m)
[ 164/1100] qlogei               hartmann6    seed=14  rows=12 (10.1m, eta 58m)
[ 165/1100] doe                  hartmann6    seed=14  rows=12 (10.2m, eta 58m)
[ 166/1100] spade_cf_m0          hartmann6    seed=15  rows=12 (10.2m, eta 57m)
[ 167/1100] spade_cf_m4          hartmann6    seed=15  rows=12 (10.2m, eta 57m)
[ 168/1100] spade_cf_m8          hartmann6    seed=15  rows=12 (10.3m, eta 57m)
[ 169/1100] spade_plate1_only    hartmann6    seed=15  rows=12 (10.3m, eta 57m)
[ 170/1100] spade_random_plate2  hartmann6    seed=15  rows=12 (10.3m, eta 57m)
[ 171/1100] sobol                hartmann6    seed=15  rows=12 (10.4m, eta 56m)
[ 172/1100] lhs                  hartmann6    seed=15  rows=12 (10.4m, eta 56m)
[ 173/1100] random               hartmann6    seed=15  rows=12 (10.4m, eta 56m)
[ 174/1100] qlognei              hartmann6    seed=15  rows=12 (10.6m, eta 57m)
[ 175/1100] qlogei               hartmann6    seed=15  rows=12 (10.8m, eta 57m)
[ 176/1100] doe                  hartmann6    seed=15  rows=12 (10.8m, eta 57m)
[ 177/1100] spade_cf_m0          hartmann6    seed=16  rows=12 (10.8m, eta 57m)
[ 178/1100] spade_cf_m4          hartmann6    seed=16  rows=12 (10.9m, eta 56m)
[ 179/1100] spade_cf_m8          hartmann6    seed=16  rows=12 (10.9m, eta 56m)
[ 180/1100] spade_plate1_only    hartmann6    seed=16  rows=12 (10.9m, eta 56m)
[ 181/1100] spade_random_plate2  hartmann6    seed=16  rows=12 (11.0m, eta 56m)
[ 182/1100] sobol                hartmann6    seed=16  rows=12 (11.0m, eta 55m)
[ 183/1100] lhs                  hartmann6    seed=16  rows=12 (11.0m, eta 55m)
[ 184/1100] random               hartmann6    seed=16  rows=12 (11.1m, eta 55m)
[ 185/1100] qlognei              hartmann6    seed=16  rows=12 (11.3m, eta 56m)
[ 186/1100] qlogei               hartmann6    seed=16  rows=12 (11.4m, eta 56m)
[ 187/1100] doe                  hartmann6    seed=16  rows=12 (11.4m, eta 56m)
[ 188/1100] spade_cf_m0          hartmann6    seed=17  rows=12 (11.5m, eta 56m)
[ 189/1100] spade_cf_m4          hartmann6    seed=17  rows=12 (11.5m, eta 55m)
[ 190/1100] spade_cf_m8          hartmann6    seed=17  rows=12 (11.5m, eta 55m)
[ 191/1100] spade_plate1_only    hartmann6    seed=17  rows=12 (11.6m, eta 55m)
[ 192/1100] spade_random_plate2  hartmann6    seed=17  rows=12 (11.6m, eta 55m)
[ 193/1100] sobol                hartmann6    seed=17  rows=12 (11.6m, eta 55m)
[ 194/1100] lhs                  hartmann6    seed=17  rows=12 (11.6m, eta 54m)
[ 195/1100] random               hartmann6    seed=17  rows=12 (11.7m, eta 54m)
[ 196/1100] qlognei              hartmann6    seed=17  rows=12 (11.9m, eta 55m)
[ 197/1100] qlogei               hartmann6    seed=17  rows=12 (12.0m, eta 55m)
[ 198/1100] doe                  hartmann6    seed=17  rows=12 (12.0m, eta 55m)
[ 199/1100] spade_cf_m0          hartmann6    seed=18  rows=12 (12.1m, eta 55m)
[ 200/1100] spade_cf_m4          hartmann6    seed=18  rows=12 (12.1m, eta 55m)
[ 201/1100] spade_cf_m8          hartmann6    seed=18  rows=12 (12.2m, eta 54m)
[ 202/1100] spade_plate1_only    hartmann6    seed=18  rows=12 (12.2m, eta 54m)
[ 203/1100] spade_random_plate2  hartmann6    seed=18  rows=12 (12.2m, eta 54m)
[ 204/1100] sobol                hartmann6    seed=18  rows=12 (12.3m, eta 54m)
[ 205/1100] lhs                  hartmann6    seed=18  rows=12 (12.3m, eta 54m)
[ 206/1100] random               hartmann6    seed=18  rows=12 (12.3m, eta 53m)
[ 207/1100] qlognei              hartmann6    seed=18  rows=12 (12.5m, eta 54m)
[ 208/1100] qlogei               hartmann6    seed=18  rows=12 (12.6m, eta 54m)
[ 209/1100] doe                  hartmann6    seed=18  rows=12 (12.6m, eta 54m)
[ 210/1100] spade_cf_m0          hartmann6    seed=19  rows=12 (12.7m, eta 54m)
[ 211/1100] spade_cf_m4          hartmann6    seed=19  rows=12 (12.7m, eta 54m)
[ 212/1100] spade_cf_m8          hartmann6    seed=19  rows=12 (12.7m, eta 53m)
[ 213/1100] spade_plate1_only    hartmann6    seed=19  rows=12 (12.8m, eta 53m)
[ 214/1100] spade_random_plate2  hartmann6    seed=19  rows=12 (12.8m, eta 53m)
[ 215/1100] sobol                hartmann6    seed=19  rows=12 (12.8m, eta 53m)
[ 216/1100] lhs                  hartmann6    seed=19  rows=12 (12.9m, eta 53m)
[ 217/1100] random               hartmann6    seed=19  rows=12 (12.9m, eta 52m)
[ 218/1100] qlognei              hartmann6    seed=19  rows=12 (13.1m, eta 53m)
[ 219/1100] qlogei               hartmann6    seed=19  rows=12 (13.2m, eta 53m)
[ 220/1100] doe                  hartmann6    seed=19  rows=12 (13.2m, eta 53m)
[ 221/1100] spade_cf_m0          hartmann6    seed=20  rows=12 (13.2m, eta 53m)
[ 222/1100] spade_cf_m4          hartmann6    seed=20  rows=12 (13.3m, eta 52m)
[ 223/1100] spade_cf_m8          hartmann6    seed=20  rows=12 (13.3m, eta 52m)
[ 224/1100] spade_plate1_only    hartmann6    seed=20  rows=12 (13.3m, eta 52m)
[ 225/1100] spade_random_plate2  hartmann6    seed=20  rows=12 (13.3m, eta 52m)
[ 226/1100] sobol                hartmann6    seed=20  rows=12 (13.4m, eta 52m)
[ 227/1100] lhs                  hartmann6    seed=20  rows=12 (13.4m, eta 52m)
[ 228/1100] random               hartmann6    seed=20  rows=12 (13.4m, eta 51m)
[ 229/1100] qlognei              hartmann6    seed=20  rows=12 (13.6m, eta 52m)
[ 230/1100] qlogei               hartmann6    seed=20  rows=12 (13.8m, eta 52m)
[ 231/1100] doe                  hartmann6    seed=20  rows=12 (13.8m, eta 52m)
[ 232/1100] spade_cf_m0          hartmann6    seed=21  rows=12 (13.8m, eta 52m)
[ 233/1100] spade_cf_m4          hartmann6    seed=21  rows=12 (13.9m, eta 52m)
[ 234/1100] spade_cf_m8          hartmann6    seed=21  rows=12 (13.9m, eta 51m)
[ 235/1100] spade_plate1_only    hartmann6    seed=21  rows=12 (13.9m, eta 51m)
[ 236/1100] spade_random_plate2  hartmann6    seed=21  rows=12 (14.0m, eta 51m)
[ 237/1100] sobol                hartmann6    seed=21  rows=12 (14.0m, eta 51m)
[ 238/1100] lhs                  hartmann6    seed=21  rows=12 (14.0m, eta 51m)
[ 239/1100] random               hartmann6    seed=21  rows=12 (14.1m, eta 51m)
[ 240/1100] qlognei              hartmann6    seed=21  rows=12 (14.3m, eta 51m)
[ 241/1100] qlogei               hartmann6    seed=21  rows=12 (14.4m, eta 51m)
[ 242/1100] doe                  hartmann6    seed=21  rows=12 (14.5m, eta 51m)
[ 243/1100] spade_cf_m0          hartmann6    seed=22  rows=12 (14.5m, eta 51m)
[ 244/1100] spade_cf_m4          hartmann6    seed=22  rows=12 (14.5m, eta 51m)
[ 245/1100] spade_cf_m8          hartmann6    seed=22  rows=12 (14.6m, eta 51m)
[ 246/1100] spade_plate1_only    hartmann6    seed=22  rows=12 (14.6m, eta 51m)
[ 247/1100] spade_random_plate2  hartmann6    seed=22  rows=12 (14.6m, eta 51m)
[ 248/1100] sobol                hartmann6    seed=22  rows=12 (14.7m, eta 50m)
[ 249/1100] lhs                  hartmann6    seed=22  rows=12 (14.7m, eta 50m)
[ 250/1100] random               hartmann6    seed=22  rows=12 (14.7m, eta 50m)
[ 251/1100] qlognei              hartmann6    seed=22  rows=12 (14.9m, eta 50m)
[ 252/1100] qlogei               hartmann6    seed=22  rows=12 (15.0m, eta 51m)
[ 253/1100] doe                  hartmann6    seed=22  rows=12 (15.1m, eta 50m)
[ 254/1100] spade_cf_m0          hartmann6    seed=23  rows=12 (15.1m, eta 50m)
[ 255/1100] spade_cf_m4          hartmann6    seed=23  rows=12 (15.1m, eta 50m)
[ 256/1100] spade_cf_m8          hartmann6    seed=23  rows=12 (15.2m, eta 50m)
[ 257/1100] spade_plate1_only    hartmann6    seed=23  rows=12 (15.2m, eta 50m)
[ 258/1100] spade_random_plate2  hartmann6    seed=23  rows=12 (15.3m, eta 50m)
[ 259/1100] sobol                hartmann6    seed=23  rows=12 (15.3m, eta 50m)
[ 260/1100] lhs                  hartmann6    seed=23  rows=12 (15.3m, eta 50m)
[ 261/1100] random               hartmann6    seed=23  rows=12 (15.4m, eta 49m)
[ 262/1100] qlognei              hartmann6    seed=23  rows=12 (15.5m, eta 50m)
[ 263/1100] qlogei               hartmann6    seed=23  rows=12 (15.6m, eta 50m)
[ 264/1100] doe                  hartmann6    seed=23  rows=12 (15.7m, eta 50m)
[ 265/1100] spade_cf_m0          hartmann6    seed=24  rows=12 (15.7m, eta 49m)
[ 266/1100] spade_cf_m4          hartmann6    seed=24  rows=12 (15.7m, eta 49m)
[ 267/1100] spade_cf_m8          hartmann6    seed=24  rows=12 (15.8m, eta 49m)
[ 268/1100] spade_plate1_only    hartmann6    seed=24  rows=12 (15.8m, eta 49m)
[ 269/1100] spade_random_plate2  hartmann6    seed=24  rows=12 (15.8m, eta 49m)
[ 270/1100] sobol                hartmann6    seed=24  rows=12 (15.9m, eta 49m)
[ 271/1100] lhs                  hartmann6    seed=24  rows=12 (15.9m, eta 49m)
[ 272/1100] random               hartmann6    seed=24  rows=12 (15.9m, eta 48m)
[ 273/1100] qlognei              hartmann6    seed=24  rows=12 (16.1m, eta 49m)
[ 274/1100] qlogei               hartmann6    seed=24  rows=12 (16.2m, eta 49m)
[ 275/1100] doe                  hartmann6    seed=24  rows=12 (16.3m, eta 49m)
[ 276/1100] spade_cf_m0          hartmann6    seed=25  rows=12 (16.3m, eta 49m)
[ 277/1100] spade_cf_m4          hartmann6    seed=25  rows=12 (16.3m, eta 49m)
[ 278/1100] spade_cf_m8          hartmann6    seed=25  rows=12 (16.4m, eta 48m)
[ 279/1100] spade_plate1_only    hartmann6    seed=25  rows=12 (16.4m, eta 48m)
[ 280/1100] spade_random_plate2  hartmann6    seed=25  rows=12 (16.4m, eta 48m)
[ 281/1100] sobol                hartmann6    seed=25  rows=12 (16.4m, eta 48m)
[ 282/1100] lhs                  hartmann6    seed=25  rows=12 (16.5m, eta 48m)
[ 283/1100] random               hartmann6    seed=25  rows=12 (16.5m, eta 48m)
[ 284/1100] qlognei              hartmann6    seed=25  rows=12 (16.7m, eta 48m)
[ 285/1100] qlogei               hartmann6    seed=25  rows=12 (16.8m, eta 48m)
[ 286/1100] doe                  hartmann6    seed=25  rows=12 (16.8m, eta 48m)
[ 287/1100] spade_cf_m0          hartmann6    seed=26  rows=12 (16.9m, eta 48m)
[ 288/1100] spade_cf_m4          hartmann6    seed=26  rows=12 (16.9m, eta 48m)
[ 289/1100] spade_cf_m8          hartmann6    seed=26  rows=12 (16.9m, eta 48m)
[ 290/1100] spade_plate1_only    hartmann6    seed=26  rows=12 (17.0m, eta 47m)
[ 291/1100] spade_random_plate2  hartmann6    seed=26  rows=12 (17.0m, eta 47m)
[ 292/1100] sobol                hartmann6    seed=26  rows=12 (17.0m, eta 47m)
[ 293/1100] lhs                  hartmann6    seed=26  rows=12 (17.1m, eta 47m)
[ 294/1100] random               hartmann6    seed=26  rows=12 (17.1m, eta 47m)
[ 295/1100] qlognei              hartmann6    seed=26  rows=12 (17.3m, eta 47m)
[ 296/1100] qlogei               hartmann6    seed=26  rows=12 (17.4m, eta 47m)
[ 297/1100] doe                  hartmann6    seed=26  rows=12 (17.5m, eta 47m)
[ 298/1100] spade_cf_m0          hartmann6    seed=27  rows=12 (17.5m, eta 47m)
[ 299/1100] spade_cf_m4          hartmann6    seed=27  rows=12 (17.5m, eta 47m)
[ 300/1100] spade_cf_m8          hartmann6    seed=27  rows=12 (17.6m, eta 47m)
[ 301/1100] spade_plate1_only    hartmann6    seed=27  rows=12 (17.6m, eta 47m)
[ 302/1100] spade_random_plate2  hartmann6    seed=27  rows=12 (17.6m, eta 47m)
[ 303/1100] sobol                hartmann6    seed=27  rows=12 (17.7m, eta 46m)
[ 304/1100] lhs                  hartmann6    seed=27  rows=12 (17.7m, eta 46m)
[ 305/1100] random               hartmann6    seed=27  rows=12 (17.7m, eta 46m)
[ 306/1100] qlognei              hartmann6    seed=27  rows=12 (18.0m, eta 47m)
[ 307/1100] qlogei               hartmann6    seed=27  rows=12 (18.1m, eta 47m)
[ 308/1100] doe                  hartmann6    seed=27  rows=12 (18.1m, eta 47m)
[ 309/1100] spade_cf_m0          hartmann6    seed=28  rows=12 (18.2m, eta 47m)
[ 310/1100] spade_cf_m4          hartmann6    seed=28  rows=12 (18.2m, eta 46m)
[ 311/1100] spade_cf_m8          hartmann6    seed=28  rows=12 (18.3m, eta 46m)
[ 312/1100] spade_plate1_only    hartmann6    seed=28  rows=12 (18.3m, eta 46m)
[ 313/1100] spade_random_plate2  hartmann6    seed=28  rows=12 (18.3m, eta 46m)
[ 314/1100] sobol                hartmann6    seed=28  rows=12 (18.4m, eta 46m)
